City,State,Metro,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Keedysville,MD,Hagerstown,Washington,242000,238600,238000,239000,241300,245700,250600,254400,255200,254400,254300,255900
Centerville,PA,Pittsburgh,Washington,84900,84400,84100,83300,82600,82500,82100,81300,80400,80000,80300,81500
Dacono,CO,Greeley,Weld,210600,211700,214400,218200,222300,225000,227700,231800,237100,242300,245500,247900
Brimfield,MA,Springfield,Hampden,226000,226300,226200,225900,226200,227000,228200,230700,233600,235700,236400,237000
High Bridge,NJ,New York,Hunterdon,210100,206300,203300,202000,203600,207000,210800,213800,215600,216600,218400,221900
Hidden Valley Lake,CA,Clearlake,Lake,243800,245800,247000,250000,254300,257400,259400,263400,267700,270400,272600,274800
Guerneville,CA,Santa Rosa,Sonoma,355000,360100,365400,368000,369300,372100,377000,379500,380000,382900,389100,396100
Canal Winchester,OH,Columbus,Franklin,190100,190000,190900,191600,192500,194500,196600,197300,197700,199000,200700,202500
Parker,FL,Panama City,Bay,97900,98000,98600,100700,104400,106900,107500,107200,108800,111300,113300,114000
Bushnell,IL,Macomb,McDonough,53500,53300,53000,52600,51900,51300,51100,51100,50700,50100,49900,49800
Livingston,NY,Hudson,Columbia,188000,188400,189500,190500,190900,191600,192900,194000,194700,195000,195600,196500
Rockwell,AR,Hot Springs,Garland,207700,206000,203400,200200,198000,196200,194800,193400,192000,190900,190200,190300
Goshen,KY,Louisville/Jefferson County,Oldham,245500,247000,249200,250900,251800,252600,253600,254100,255000,256200,257100,258400
Sadsbury,PA,Philadelphia,Chester,189600,190400,191500,192500,192800,192300,191900,191700,192000,192700,192500,192000
Pacolet,SC,Spartanburg,Spartanburg,49100,49300,48700,48600,50100,51700,52000,51900,52000,51200,50200,49700
Wenham,MA,Boston,Essex,546600,545400,543900,543600,543800,546300,549700,552700,557000,561600,564300,566700
Sunset Beach,NC,Myrtle Beach,Brunswick,226500,226800,227300,227400,228000,229700,232400,235600,239400,241300,241000,239700
Windsor,MO,,Henry,60300,60400,60000,60100,60300,60500,60900,61300,61300,61300,61900,62900
Ulster,NY,Kingston,Ulster,155500,155800,156400,157700,158400,159400,161800,163900,164800,165600,167000,169100
China,MI,Detroit,Saint Clair,183500,183800,184400,184500,184900,186100,187000,187300,188000,191100,196500,204000
Oakbrook Terrace,IL,Chicago,Du Page,240700,240300,240900,242500,243600,243600,243200,243700,244900,245300,245900,248700
Maeser,UT,Vernal,Uintah,225700,227600,229800,231600,232900,233900,235000,236700,239400,242400,245200,247900
Greenland,NH,Boston,Rockingham,372600,372400,372700,374900,378500,380100,379000,378400,378600,377900,378100,379300
Parkesburg,PA,Philadelphia,Chester,162400,163500,164700,166000,167300,168800,169300,168900,168600,169200,168900,167800
Cherry Valley,IL,Rockford,Winnebago,140300,139600,139500,140300,141900,144100,146100,146700,146300,146600,147600,148700
Golf Manor,OH,Cincinnati,Hamilton,71500,70300,68600,67300,65700,65200,66200,67700,68300,68800,69500,71000
Rimrock,AZ,Prescott,Yavapai,144900,145800,146700,148100,148900,149700,150800,152200,153100,153000,153400,154700
Athens,WI,Wausau,Marathon,114100,115400,116200,116300,116000,116300,117700,118900,119900,122000,125200,128000
Baxter,MN,Brainerd,Crow Wing,182800,183600,184800,185900,186700,187700,188700,189300,189500,190200,191400,192700
Schroeppel,NY,Syracuse,Oswego,122900,122300,122000,122300,121400,119900,119800,121000,121800,122700,123900,123800
Perth,NY,Gloversville,Fulton,152800,152900,153100,153400,153600,153900,154900,156300,157600,158200,158100,157700
Orleans,MA,Cape Cod,Barnstable,550600,549800,549800,552500,556100,558800,559700,560100,562500,566100,568200,570500
Satsuma,FL,Palatka,Putnam,76600,76800,76700,77200,77700,78100,78100,78400,78500,78800,79400,80400
Trappe,PA,Philadelphia,Montgomery,247400,247300,247400,247500,247500,247600,247900,247900,247500,247800,247000,246000
South Charleston,OH,Springfield,Clark,109100,109900,110400,111100,112100,113400,115800,119100,120800,122300,124700,126500
Dunkirk,IN,,Jay,78700,77000,75800,76200,76800,77500,78100,78600,79100,80200,81200,82300
Ramapo,NY,New York,Rockland,422100,426200,430900,435900,440300,442800,444500,446500,448000,448300,450000,454300
Waddell,AZ,Phoenix,Maricopa,282000,283400,283800,284600,286600,288700,290400,291800,293100,294800,296800,297500
Pendleton,IN,Indianapolis,Madison,113100,114900,116600,118500,120900,123200,125400,128100,130500,132400,134200,135600
Mt Joy,PA,Gettysburg,Adams,215200,215500,215000,216200,217700,218000,218800,221100,224600,229000,233600,236500
Del Mar,CA,San Diego,San Diego,2306900,2314100,2313000,2319500,2337500,2353300,2363100,2365600,2371400,2375300,2381600,2387000
Barnesville,MN,Fargo,Clay,143700,144400,146300,148400,150000,151300,152100,153100,155000,156300,156500,156200
West Point,VA,Richmond,King William,167400,168200,169500,170600,170800,170700,171100,171800,172400,172500,172200,171900
Elgin,OK,Lawton,Comanche,147300,146600,146800,148500,150300,152100,154800,156500,156900,156800,157000,157700
McLoud,OK,Shawnee,Pottawatomie,73100,74600,76600,77200,77700,78500,79400,80500,81200,81000,81100,81900
Mine Hill,NJ,New York,Morris,249200,250100,249100,248600,249100,249600,249700,249400,249000,248800,248800,249700
Lake George,NY,Glens Falls,Warren,241100,241600,241800,242500,243300,243400,243300,244300,246000,246900,247100,247600
Moravia,NY,Auburn,Cayuga,105700,106300,107400,108100,108100,107900,108000,108100,108300,108900,110000,110600
Bethlehem,CT,Torrington,Litchfield,250300,249500,247700,247200,249100,251400,252300,252300,254700,257900,259200,259300
Branchville,NJ,New York,Sussex,228400,226700,224500,222500,221700,222700,224100,225100,224700,224000,225300,229700
Brookwood,AL,Tuscaloosa,Tuscaloosa,106400,105000,105200,105800,105700,105100,104900,104900,104800,104600,104400,104000
Alton North,TX,McAllen,Hidalgo,61000,61100,61600,62400,63400,63900,63800,64500,65600,66700,68000,69800
Green,NJ,New York,Sussex,288500,288900,286600,282300,278600,279500,281300,280200,277400,276500,278100,280800
Honey Grove,TX,,Fannin,70400,70400,70100,70100,70200,70100,69900,70100,70400,70400,70300,70300
Pike Road,AL,Montgomery,Montgomery,246200,245400,244500,244700,245600,245600,245400,245700,246500,247000,248100,249600
Early,TX,Brownwood,Brown,105900,106500,107100,107100,107500,108300,109000,108900,108500,108400,108800,109100
Lake Crystal,MN,Mankato,Blue Earth,150700,152200,153700,154800,155300,155900,156600,156900,156700,157300,158500,159400
Gravois Mills,MO,,Camden,188500,189400,191900,197000,200800,200100,197300,194900,193100,192700,193700,195300
Cliffwood,NJ,New York,Monmouth,215000,217900,221700,224000,224200,224300,225200,225500,225400,222500,218400,215800
Lawrence,MI,Kalamazoo,Van Buren,94300,94500,95100,96200,96900,97000,95900,93700,91900,91200,90700,90500
Oneida,MI,Lansing,Eaton,158400,158600,158600,158900,160100,162100,164300,167100,168900,169300,169200,170000
Sennett,NY,Auburn,Cayuga,169200,170000,171000,171800,171700,172100,173000,173700,174200,175100,176600,176800
Union City,OH,Greenville,Darke,90900,87600,83900,80100,76700,73700,71400,70400,69700,68800,68100,68100
Walbridge,OH,Toledo,Wood,103000,102700,102700,102800,104000,105200,103800,101900,103000,105400,106000,105700
Diamond Springs,CA,Sacramento,El Dorado,258900,260000,262900,266900,271300,274900,277900,280500,284800,289800,294600,298800
Hyde Park,UT,Logan,Cache,243800,244400,245700,247200,248700,250600,252800,254300,254500,253900,253100,252700
Stanhope,NJ,New York,Sussex,182200,182100,180800,179200,176200,171000,168900,171100,171800,172400,178100,185900
Westfield,NY,Jamestown,Chautauqua,87200,88000,88000,87500,87300,87100,86100,85000,85600,86200,85400,83700
Hearne,TX,College Station,Robertson,58800,59200,59300,59100,58800,58700,58900,59400,59700,60200,60700,61200
Fruitland,MD,Salisbury,Wicomico,112700,113100,115000,116400,116800,117300,118100,118600,118900,119400,121100,123200
Moraine,OH,Dayton,Montgomery,61000,62400,63800,65000,65800,66400,67300,68500,69400,69700,69500,69500
Highgate,VT,Burlington,Franklin,183500,183400,183400,183400,182800,182300,183200,184400,184700,185000,186100,187000
Van,TX,,Van Zandt,108400,108900,109600,110500,109600,106300,103400,102400,101500,102400,105300,108000
Stanwood,MI,Big Rapids,Mecosta,124800,125900,127600,128900,129600,130500,131400,132300,132800,133200,134000,135000
West Salem,PA,Youngstown,Mercer,94900,94700,93900,92700,92100,93000,93400,92700,91400,90500,89600,89300
Sewickley,PA,Pittsburgh,Allegheny,228800,232500,233600,232200,230800,230800,232400,234800,240500,247600,251400,251400
Manchester,PA,York,York,135500,136000,136300,136500,137300,137900,138000,137800,137800,138400,139600,141100
New River,AZ,Phoenix,Maricopa,354400,355100,356600,358600,359700,361000,362600,363700,364200,366000,369200,372300
South Glens Falls,NY,Albany,Saratoga,140700,140700,139300,138000,137500,138400,139400,138700,136700,135300,135600,136600
Galway,NY,Albany,Saratoga,197000,200400,203700,206800,208700,209700,209700,210500,211300,212100,213800,216000
Coolville,OH,Athens,Athens,98600,98500,98700,99100,99100,99100,99400,100000,100700,101700,102900,103500
Mack North,OH,Cincinnati,Hamilton,181300,182000,182000,182600,183500,183600,183900,185600,187700,189000,190300,191600
Union,PA,Reading,Berks,184400,185900,187600,188800,188700,187500,186200,185800,186900,187800,186800,184900
Long Beach,WA,,Pacific,196300,199100,201800,203800,204800,204900,204200,203200,202000,200100,197600,195100
Belgium,WI,Milwaukee,Ozaukee,195400,195800,195800,195900,194900,193400,193000,193900,194800,195800,197000,198800
West Burlington,IA,Burlington,Des Moines,102600,103300,102800,102400,101800,101500,102100,103400,104100,104200,104100,103700
La Verkin,UT,St. George,Washington,177000,180500,183400,186000,187400,189400,192200,194700,195900,197200,198900,199700
Gregory,MI,Detroit,Livingston,174400,174400,175100,176900,178600,180900,183500,185700,187700,189900,191300,192300
Centerville,TN,Nashville,Hickman,79700,79900,80300,80900,81100,81400,81900,82200,82600,83400,83800,84000
Rixeyville,VA,Washington,Culpeper,237300,239900,241600,241800,242700,244700,246700,246500,244500,243900,245900,246700
Tilden,PA,Reading,Berks,179700,181000,182300,183500,185800,188800,190300,191000,191900,192100,191400,191100
Winfield,PA,Pittsburgh,Butler,174800,175500,175800,176000,176600,178000,179200,180200,180500,180200,181000,182500
Middletown,VA,Winchester,Frederick,212600,216400,218400,217500,215600,214700,214600,215500,217000,218700,219700,220300
Santee,SC,Orangeburg,Orangeburg,112200,112100,112500,113200,113400,113200,112700,112300,112000,112300,113400,115000
Nassau,NY,Albany,Rensselaer,151000,151600,151500,151700,152200,152800,153600,154600,157000,159300,160300,160700
Martindale,TX,Austin,Caldwell,170800,170900,170400,171600,173000,173400,174000,174900,176000,177500,179400,180900
Rockwell,NC,Charlotte,Rowan,122500,122800,123000,123600,123500,122700,122100,122200,122600,123300,124200,125100
Grayson Valley,AL,Birmingham,Jefferson,96800,97500,98300,99300,100600,101200,100800,99300,97500,96300,95800,95100
Blue Mountain,MS,,Tippah,82500,83600,85900,88400,89700,90500,91600,93200,95300,96400,96700,97300
Brooklet,GA,Statesboro,Bulloch,137900,138800,140300,142800,144100,143100,141900,141900,142400,141900,141400,141500
Hull,IA,,Sioux,150200,151000,152100,152700,153200,153700,154300,155100,155800,155800,155900,156300
Cross Mountain,TX,San Antonio,Bexar,367500,367900,368300,367800,365600,363500,362900,363500,364000,364500,364800,366600
Rising Sun,IN,Cincinnati,Ohio,106200,106500,106900,106700,106100,105800,106400,107200,107500,107600,108000,108700
Brewster,WA,,Okanogan,137900,138900,139600,140500,141200,142200,143600,143300,140700,138900,138700,138300
Riverwoods,IL,Chicago,Lake,696800,691300,690700,691800,692900,691300,687400,681700,676900,675700,678600,684100
Bourg,LA,Houma,Terrebonne,149900,152600,155300,157600,159800,162700,164500,165000,164600,164600,164600,165400
Lascassas,TN,Nashville,Rutherford,192300,193100,194100,196500,199200,201800,204000,205900,207400,208500,208700,209000
Malad City,ID,,Oneida,124500,125100,125900,127000,128000,129300,131400,133400,134200,134400,135200,136600
Stanton,MI,Grand Rapids,Montcalm,62200,62200,62000,61900,62200,63200,64600,66000,67100,67100,66500,66100
Zelienople,PA,Pittsburgh,Butler,186700,186200,186000,186200,186400,186400,188400,191800,194200,195200,196100,195900
Pocola,OK,Fort Smith,LeFlore,73300,73500,73300,73000,73600,74200,74900,75600,76700,77800,78700,79400
Penn,PA,Harrisburg,Perry,145000,145900,146400,147400,148500,148700,148600,148400,147800,147500,147600,147600
Gonzales,CA,Salinas,Monterey,315500,318200,323400,329300,333300,336300,341100,346400,350400,354000,357200,359500
Mission Hills,KS,Kansas City,Johnson,853800,853800,854700,858700,864500,868500,870600,871500,875200,880000,884000,885400
Mantachie,MS,Tupelo,Itawamba,81900,82900,84200,85500,85500,85400,86200,87400,88000,88200,88100,87900
Byron Center,MI,Grand Rapids,Kent,209300,212100,214200,216000,218200,220300,222300,224500,226600,228200,229400,230000
Bronston,KY,Somerset,Pulaski,87100,87200,86700,86800,88000,88900,88900,89100,89600,90100,90300,90600
Lawrenceville,NJ,Trenton,Mercer,275900,273100,271100,271600,272700,273300,274800,276400,276400,276400,278400,278000
Refugio,TX,,Refugio,65100,65300,65200,65000,64700,64400,63700,63400,63500,63500,63400,63000
Emerald Lake Hills,CA,San Francisco,San Mateo,1896300,1901500,1904400,1906000,1918200,1926500,1932000,1940200,1946500,1934500,1917900,1906100
Pottsgrove,PA,Philadelphia,Montgomery,195300,196400,197900,200100,202600,204500,205900,206500,206000,205800,205400,205400
Dimmitt,TX,,Castro,64600,65600,66200,66400,66700,67400,67800,67500,66800,66200,65900,66100
Castalia,OH,Sandusky,Erie,118700,118800,119300,120100,120300,120600,121000,121600,122600,123900,124600,125100
Grant-Valkaria,FL,Melbourne,Brevard,261900,263900,266500,269700,274000,279200,283200,286800,292200,298900,305900,313400
Newman Lake,WA,Spokane,Spokane,205300,205400,206700,208500,208300,207300,208800,212000,214000,215000,216500,218600
Holton,MI,Muskegon,Muskegon,79400,79400,79100,78700,78200,78400,78900,79800,80500,81400,83000,84900
North Collins,NY,Buffalo,Erie,123700,123900,123700,123800,124100,124500,124900,124500,123200,121700,120900,121200
Norway,WI,Racine,Racine,266000,267100,268700,269200,268200,265400,263400,262700,263600,266300,269200,271100
Middletown,NY,,Delaware,158400,159700,161300,162400,163200,164400,165600,166500,167500,167800,167200,168100
North Manheim,PA,Pottsville,Schuylkill,144400,143600,142900,142300,141200,139700,139600,140500,140700,140900,141800,142800
Yorktown,NY,New York,Westchester,398200,398700,398500,397700,396900,398300,401500,404500,406800,409900,413400,417200
Marne,MI,Grand Rapids,Ottawa,146700,152000,156500,160400,164000,169500,176800,182100,184400,183700,181700,180300
Yacolt,WA,Portland,Clark,307300,311500,315300,318800,322000,324500,326800,330400,335600,341000,346900,352700
Gaines,MI,Flint,Genesee,142500,143000,143100,144100,145700,146300,146700,148000,149000,148100,146200,143900
Villa Ridge,MO,St. Louis,Franklin,167100,167900,167500,167500,167700,167100,165800,165300,165200,165900,166700,166800
Springfield,NJ,Philadelphia,Burlington,271400,270300,269200,269500,271400,272900,273600,273600,274000,276100,278500,280600
Cool,CA,Sacramento,El Dorado,339600,341600,343900,348300,353000,356400,358200,359100,358700,359800,361400,361600
Woodstown,NJ,Philadelphia,Salem,170200,170500,170400,170300,169800,169900,171700,172900,172900,172600,173000,173600
Pink Hill,NC,,Duplin,68300,68700,69100,69600,70100,71800,74300,75700,75200,74300,73600,73000
Rindge,NH,Keene,Cheshire,192200,192400,191900,191100,190300,190600,192500,194100,194700,194800,195000,195200
Teague,TX,,Freestone,80400,81200,81900,81900,81400,81200,81600,82300,83000,83300,83300,83300
Camden,DE,Dover,Kent,166000,166800,168000,171000,174900,177200,177400,178100,178900,178800,178300,178400
Windsor,VT,Claremont,Windsor,147800,147200,147000,147300,147500,147400,147000,146700,146000,145700,145500,145000
Addison,WI,Milwaukee,Washington,212900,212900,213400,214700,216400,217300,218100,218900,220700,223100,224900,226000
Wake Village,TX,Texarkana,Bowie,118800,119000,119200,119400,119800,120200,120500,120700,120800,120700,120300,120200
Lucama,NC,Wilson,Wilson,102400,103000,103400,103200,102900,102300,102000,102300,102400,102800,104100,105100
Potter,PA,State College,Centre,197900,198900,199700,200100,200000,199900,200100,201000,203500,206500,207300,206100
Belle Plaine,MN,Minneapolis-St Paul,Scott,190100,190500,191500,192200,192100,192200,193200,195300,197100,197700,198700,200400
Aberdeen,ID,Blackfoot,Bingham,105300,106100,107400,109600,111400,113200,115600,117600,118000,118500,119700,120900
Grasonville,MD,Baltimore,Queen Annes,356800,357700,361500,365900,369700,371300,371800,371300,371700,370400,368100,366300
Sumrall,MS,Hattiesburg,Lamar,157400,159900,161200,161600,160900,161100,163000,165100,166200,166200,166600,167800
Street,MD,Baltimore,Harford,298800,300000,301100,303500,306100,308500,312300,317400,321000,323700,326100,327900
Minisink,NY,New York,Orange,255800,257500,258800,259100,259400,261200,264600,267900,271700,276000,280300,283900
Alanson,MI,,Emmet,87100,87400,88200,89100,89500,89800,89900,89900,89900,90000,90100,90300
Rush,NY,Rochester,Monroe,188300,192600,196800,200300,203700,206900,209200,210200,210300,211600,212900,212700
Holt,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,104100,104200,105500,108100,110400,111600,114000,116700,117700,117500,117500,117700
Toledo,OR,Newport,Lincoln,143500,145500,146200,147000,148800,151400,153700,155200,156600,158500,159900,160600
Muncy Creek,PA,Williamsport,Lycoming,152100,149400,146000,144800,145700,147000,147600,148900,151100,152900,153800,154600
Ripley,MS,,Tippah,89200,90200,91300,92800,93400,94000,95300,97200,98900,100100,100400,100900
South Lebanon,OH,Cincinnati,Warren,169700,170700,171200,171500,171600,171800,173200,175300,176800,176900,176200,176500
Concord,VA,Lynchburg,Campbell,126000,127000,128700,129600,130100,130200,130200,130200,130600,130900,131400,131800
Dayton,OR,Portland,Yamhill,210700,213200,214000,215300,218200,221200,224800,229600,234800,239700,243400,245200
Gibsonburg,OH,Fremont,Sandusky,99000,99400,99400,99000,98200,97700,97600,97600,97400,97400,97700,97800
Parma,ID,Boise City,Canyon,167900,166900,165300,164700,165500,166000,166100,167400,169700,171900,173100,175000
Sherwood,OH,Cincinnati,Hamilton,168700,167900,166500,166900,168900,171500,175000,179400,183000,185100,185900,186500
Muttontown,NY,New York,Nassau,1512000,1539200,1557100,1566600,1569300,1573900,1584800,1603600,1615900,1622200,1625800,1636800
Benton,NY,Rochester,Yates,137700,138400,139400,141100,142200,142500,142900,143900,144200,144100,144500,145400
Pen Argyl,PA,Allentown,Northampton,109700,108500,108100,107900,107700,106800,106400,107800,109400,110400,113200,116800
Uniontown,OH,Canton,Stark,154400,154700,154900,154900,155700,157300,158600,159700,161000,162200,163200,164000
Glen Head,NY,New York,Nassau,823400,831000,836400,839800,840200,846800,856300,863300,866400,869000,866500,863700
Newport,PA,Scranton,Luzerne,63200,63400,63400,63600,63800,64800,66300,67000,66600,67100,67000,65000
Canon,GA,,Franklin,114600,115600,116000,116500,117100,116900,116400,116200,116300,116000,116000,116300
Haskell,OK,Muskogee,Muskogee,59900,60600,61200,61800,62000,61800,62500,64900,65700,65300,65300,65200
North Hopewell,PA,York,York,200300,201200,202100,202700,203800,204700,205100,205200,205100,205500,206600,206900
Loxahatchee Groves,FL,Miami-Fort Lauderdale,Palm Beach,288300,293500,302500,313600,322100,328400,331600,333400,336100,340400,345300,350500
Schuyler,NY,Utica,Herkimer,93100,93300,93300,93300,93700,94400,95200,96200,97500,98800,99800,100700
Roundup,MT,,Musselshell,122400,122500,122400,122900,122800,121400,120000,119800,120000,120200,120200,121100
Paoli,PA,Philadelphia,Chester,293900,295000,295900,296000,296300,297100,299000,300900,300800,300100,299900,300300
East Bloomfield,NY,Rochester,Ontario,167200,167200,167900,169500,170600,171200,171900,172300,172600,172700,172400,171600
Oak Ridge,NC,,Guilford,290700,293000,295800,298100,299700,301600,305400,309800,314300,318300,321100,322800
Grangeville,ID,,Idaho,142400,143600,145300,146700,147900,149100,150700,151800,152500,153300,154600,156100
Kalona,IA,Iowa City,Washington,187700,187900,188300,189000,189500,190100,191100,192300,193700,195200,196700,198100
Franklin Furnace,OH,Portsmouth,Scioto,80000,80400,80500,80500,80600,80800,80700,80600,80800,80800,81000,81100
Cornwall,NY,New York,Orange,259600,258700,258300,258000,257600,257200,257500,258300,260400,264100,267800,271700
Bandon,OR,Coos Bay,Coos,216900,217900,218300,218900,218800,218200,217700,218400,220100,221700,222600,223400
Colfax,CA,Sacramento,Placer,288800,295000,302500,306700,307900,309200,312300,314700,316000,318300,321400,324300
Woodlawn,MD,Washington,Prince Georges,211200,212800,215000,217000,219900,223700,227100,229700,232000,235000,239600,243700
Fredon,NJ,New York,Sussex,323000,315200,307700,303200,301200,300700,298100,292300,286000,280700,276500,276400
Cowpens,SC,Spartanburg,Spartanburg,74500,74300,73400,73100,72700,72500,73400,75100,76000,76100,76100,76600
Saltlick,PA,Pittsburgh,Fayette,102800,106700,112400,115600,117500,121600,126500,130500,130500,127500,125900,125100
Filer,ID,Twin Falls,Twin Falls,160600,162100,163100,164100,165100,165800,165600,164900,165100,165700,166600,169000
Wynnewood,OK,,Garvin,52900,53400,53600,54000,54500,54800,55500,56400,56700,57200,57600,57900
Tazewell,VA,Bluefield,Tazewell,101200,101400,101700,102000,102300,102700,103000,103000,102700,102500,102700,102800
Diana,TX,Marshall,Harrison,124900,124900,124500,124400,124300,123500,123700,124300,124500,125400,126300,126200
Geneva,OH,Ashtabula,Ashtabula,103900,104600,105100,105700,106300,106900,107300,107600,107500,107300,107100,106800
Roseland,LA,Hammond,Tangipahoa,51300,52700,53500,53500,53100,53100,53300,54000,54300,54300,54500,54900
Ona,WV,Huntington,Cabell,123800,123400,124200,125700,127800,129800,131000,130300,129200,129100,129500,129400
Stem,NC,Oxford,Granville,146600,147100,148800,151200,155000,156800,154700,152600,151200,149400,149000,150600
Covedale,OH,Cincinnati,Hamilton,129300,128900,127900,126600,126000,126100,127200,129000,131000,132600,133300,132700
West Plains,MO,West Plains,Howell,93300,93600,94100,94700,95300,95600,95600,95900,96200,96400,96400,96500
Doyline,LA,Shreveport,Webster,57000,57300,58200,59400,60100,60500,60500,60200,60600,61000,60900,61500
Orange Beach,AL,Daphne,Baldwin,342200,341600,339800,339700,341700,343700,346000,349700,352200,353400,355300,357900
Bright,IN,Cincinnati,Dearborn,163500,164200,164900,165300,166100,167100,168200,168900,169400,169500,169700,170000
Highland Beach,FL,Miami-Fort Lauderdale,Palm Beach,463800,466100,466000,466600,469000,471900,472900,473500,477300,481500,483200,485000
Edwardsville,KS,Kansas City,Wyandotte,151400,150900,152000,153700,156800,161600,166000,168600,170500,171300,171100,171300
Wyncote,PA,Philadelphia,Montgomery,316400,314500,312300,310500,311000,312200,311800,310100,310200,311000,311400,310800
Lutcher,LA,New Orleans,Saint James,161900,162100,163300,164000,164400,165700,166900,166000,164000,163200,162700,162200
Sandia,TX,,Live Oak,162100,164600,168400,174600,178700,177300,173900,170300,166700,163700,161500,160700
Banks,OR,Portland,Washington,320600,323000,325600,329100,333200,338700,344100,347100,349700,353500,357000,360100
Jaffrey,NH,Keene,Cheshire,164100,164400,163900,162600,161500,162000,163400,164600,165500,166200,166700,166700
Homedale,ID,Boise City,Owyhee,118700,119200,120100,121400,122600,123500,124400,124900,125700,127000,128200,129400
Londonderry,PA,Harrisburg,Dauphin,157900,158400,158500,158800,159000,158800,159200,160600,162500,165000,167800,169700
Gatlinburg,TN,Sevierville,Sevier,143800,145300,147700,149800,150800,151100,151700,152200,152100,152700,154600,156700
Poultney,VT,Rutland,Rutland,133800,135600,136200,136000,136300,137300,137300,137100,137400,138100,138700,139400
Pawnee,IL,Springfield,Sangamon,111500,111900,112500,113300,113200,113200,114300,115100,114000,112400,111200,110600
Upper Frederick,PA,Philadelphia,Montgomery,222100,223300,223800,224300,225100,225300,226700,229000,230800,232200,233700,234500
Staples,MN,,Todd,84100,84700,85900,87100,87200,87200,87900,88200,88100,88400,89100,89300
Anna,OH,Sidney,Shelby,148100,148500,149600,151100,152500,153300,153900,154700,155700,156000,155900,155300
Grand Rapids,OH,Toledo,Wood,131900,134200,136800,138700,139700,140600,141800,143700,145400,147100,149100,150300
Newkirk,OK,Ponca City,Kay,64400,65200,66100,67200,68000,68500,68800,69000,69100,69300,69400,69400
Grapeland,TX,,Houston,83900,84400,84800,85100,85800,86000,86300,86500,87000,87500,88600,89400
Heidelberg,PA,Lebanon,Lebanon,204200,204600,205300,206400,206600,206700,207400,207100,205200,201900,199800,199900
Kewaskum,WI,Milwaukee,Washington,165500,166600,168200,169400,169400,168400,168800,170800,172700,174500,175900,176700
Mayfield,OH,Cleveland,Cuyahoga,212300,212200,211900,212400,214700,218300,221700,223400,223900,224100,224400,225100
Nockamixon,PA,Philadelphia,Bucks,323300,323500,321000,317900,315200,311700,307600,307400,310400,310900,308600,305700
Bradley Beach,NJ,New York,Monmouth,479200,479600,479700,479000,476700,476000,476200,478600,483500,487600,488800,491200
Grantley,PA,York,York,215000,214300,213500,213700,214200,214700,215000,214300,212600,211100,211400,213300
Fryeburg,ME,,Oxford,188400,189300,190700,192300,193000,192900,192600,192100,192000,191200,189000,186900
Park Layne,OH,Springfield,Clark,73200,73000,73100,74000,75000,75500,75600,75800,76200,76200,76400,76900
Seagrove,NC,Greensboro,Randolph,87400,87500,87300,87200,87600,88000,89000,90300,91700,92300,92100,91600
Heidelberg,PA,Allentown,Lehigh,217100,213300,211600,210500,209600,210900,211400,209200,206500,205100,205300,207100
Avalon,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,596200,599100,601700,604000,605000,604600,604700,605600,608500,610400,613000,618900
Hauula,HI,Urban Honolulu,Honolulu,534000,541400,547300,549800,551000,555000,561000,564600,564100,562800,563700,566400
Fairview,NC,Charlotte,Union,170300,169400,167700,166600,166400,167300,168300,169600,171500,171400,169900,170300
Freedom,PA,Altoona,Blair,112000,112100,111400,112500,116500,121000,126300,131500,136300,140900,144100,144200
Charleston,PA,,Tioga,143900,144400,144600,144700,145200,145900,146400,146800,146800,146900,147300,147600
Forward,PA,Pittsburgh,Allegheny,83300,84100,84900,85000,85600,88000,91300,93900,96400,97500,96700,95000
Vonore,TN,,Monroe,177700,177900,177900,178300,178800,178600,179400,180700,181800,182400,182900,183800
Maize,KS,Wichita,Sedgwick,148500,149200,149500,149500,150600,152300,153900,154800,155700,156900,158000,158700
New Middletown,OH,Youngstown,Mahoning,115900,116300,116900,117500,118600,119900,120700,120800,120600,120900,122200,124000
Oak Valley,NJ,Philadelphia,Gloucester,149700,150200,151700,152500,152000,151100,150100,150000,151600,153400,155000,155800
Glen Ellen,CA,Santa Rosa,Sonoma,1015400,1026400,1036700,1049800,1051800,1041300,1032400,1029500,1019700,1009900,1025300,1064400
Harbor Beach,MI,,Huron,69700,69700,69900,70500,71200,71800,72900,74200,75300,76200,76900,77300
Newport,MN,Minneapolis-St Paul,Washington,171600,173100,174400,175500,176300,176900,178200,179000,179000,179200,180600,182400
Brookfield,MA,Worcester,Worcester,222800,223400,223800,223900,223400,222800,222700,223100,223800,225100,226000,226300
Cambridge,NY,Glens Falls,Washington,162400,162500,162700,163100,163400,163700,163200,162200,161900,162500,162600,162800
Summerdale,AL,Daphne,Baldwin,139700,139200,138400,138200,138300,139300,140100,140500,140600,140500,139500,138800
Taylorsville,GA,Atlanta,Bartow,156300,156800,157400,158700,159700,161000,162600,163100,163400,165400,166400,165500
Hoosick,NY,Albany,Rensselaer,137800,135800,134700,133500,133600,134300,134800,133800,133000,133300,134400,137400
Minooka,IL,Chicago,Grundy,183700,183800,184800,186700,188200,189300,190600,191700,192400,193300,194300,195200
Pinewood,SC,,Clarendon,24900,25000,25400,25700,25700,25700,26000,25900,25800,25700,25200,24900
