"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06"
"Oklahoma City, OK",42,154900,155000,156700,155900,157250,155800,154900,154500,154900,154000,152500,150000,149900,147900,150000,150000,154000,150840,149900,149703,149900,149935,149974.5,149900,149700,149900,150000,149999,154900,155000,152900,153900,152503.5,152883,154900,154900,154975,157337.5,155000,159000,159900,160067.5,161720,160000,163810,165000,168982.5,169499.5,169797,169990,169900,175000,175000,175000,175000,175995,173900,170211,175000,175000,182298.5,182500,185000,190000,194956,196500,196160.5,196666,196115,195838,199000,199900,199900,199953,199730,199900,199900,199999,199928,199928,199928,199900,200871.5,209900,209000,208850,205000,207990,209900,209706,210000,206000,212990,209900,209990,219000,218072.5,220965,224900,225900,224970,224900
"Louisville-Jefferson County, KY",43,156900,150925,149900,149900,149900,149900,150000,150000,149900,149900,149900,145000,144900,144900,144900,142500,149900,146900,145000,147500,148900,144900,144900,139900,139900,139900,140000,140000,139900,140050,139950,140000,140000,140000,139900,139900,139900,139900,140000,144900,145000,145000,145000,139900,141000,142500,142838.5,140000,139900,144896.5,149500,150000,158900,159000,155213,155900,155000,157900,155000,154900,151495,159900,159900,165000,169900,169900,169500,169000,169900,169900,169900,169000,164900,164900,169500,177777,179900,182500,180950,179900,179900,179900,179900,175000,174900,179900,188000,199900,204850,199900,203500,2e+05,2e+05,199900,199900,197480,2e+05,215000,216900,220000,225000,229000
"Hartford, CT",44,249900,249000,249900,249900,249900,249900,249900,249900,244900,242700,239900,236900,234500,234900,239000,239900,242000,245000,239900,239900,235000,229900,229900,229900,229900,229900,229900,229900,235000,239000,234900,229900,229900,229900,229000,224900,224900,225000,229900,239900,239900,239900,239800,234500,230000,229900,229000,225000,222900,224900,229000,238900,239900,239900,239900,238900,235000,234900,232250,229900,229900,229900,235000,239900,245000,245000,247900,239900,239900,239900,239900,237900,235000,239000,239900,249000,249900,249900,249900,249900,249900,247700,245000,239900,239900,243000,249900,254800,259900,259000,253450,249900,249900,249900,249900,249000,249000,249000,249900,249900,255000,259900
"Richmond, VA",45,219950,219500,217500,215000,219900,219000,214950,210000,209950,208000,209500,199950,197990,194900,199000,199000,199950,199900,199000,198950,195000,194950,191990,187900,185400,185250,189900,189950,194950,195000,194950,193900,195000,199000,199500,199490,199000,199900,2e+05,210000,215000,219000,215000,214000,210000,209900,2e+05,199950,2e+05,209900,213650,219900,219950,224900,225000,224900,220000,220000,220000,215980,219900,224500,228000,235000,238957.5,239990,239900,239950,240000,240000,240000,249000,249500,239950,250000,259950,264470,264950,259990,259000,264950,259950,259990,267950,265000,269950,274900,279990,287925,286905,285000,285605,289000,286950,289000,285925,294000,292305,292000,295000,299900,296970
"New Orleans, LA",46,189000,189000,189848.5,189000,189000,188000,186250,185000,181000,179900,180000,179000,175000,175000,179000,179000,179000,175000,173900,170000,169900,165000,165000,165000,166000,165000,164000,164900,162000,164500,165000,165000,168950,169000,170000,169900,169900,170000,175000,181300,179900,179900,179000,175000,175000,175000,175000,175000,170500,172900,175000,179900,184900,185000,184500,182500,179900,179900,179900,179000,182900,185000,189500,189900,197000,199000,198000,198000,195000,192000,194900,199000,199000,205000,215000,225000,229000,234250,230000,229000,230000,235000,234000,237500,238905,225000,225000,234900,239999,244900,243000,239999.5,240000,244500,245000,239900,239000,239000,245000,249000,250000,250000
"Buffalo, NY",47,134900,137500,139900,139900,141900,140000,139900,139900,139900,135200,135000,134900,134900,136900,136950,135700,139900,140000,140000,139900,139900,139900,139900,139900,139900,143500,145000,145900,147900,144900,142000,144900,144900,139900,139949.5,139900,139900,139900,139900,144900,141900,144900,140000,139900,139900,139900,134999,133900,130000,135000,139900,139900,144900,149900,149900,145900,144900,144900,144900,139900,139900,141900,144900,148700,149900,150000,149900,149900,149900,149250,144999,141500,139999,140000,142000,149777,154900,158900,149900,149900,149900,148150,147500,145000,145000,147500,149900,158900,159900,159900,160000,159999,159900,159900,152500,149900,149900,149900,155000,159900,164900,169900
"Raleigh, NC",48,229900,229000,225000,225000,226750,225000,220900,220000,220000,220000,220000,219900,217000,215000,214900,216997.5,219900,219873,218500,218900,215000,217000,215000,214900,212500,215000,219900,219900,219000,216000,214900,214990,213000,214895,213000,213000,215000,219900,225000,229900,233990,238000,236842.5,235000,236450,239641.5,236900,237000,240000,245000,248770,245000,249750,249700,248990,249900,249900,249900,250000,249900,249990,252900,257900,263521,270900,275000,275000,277500,272900,275900,279000,275990,280000,279900,280112.5,285000,287990,285000,287902.5,289945,289900,290000,294900,297835,294990,299900,305000,314900,319900,315860,315000,316900,319900,322500,320200,320000,324900,324900,323858,324945,325000,329000
"Birmingham, AL",49,164900,169900,164900,165400,164900,163000,160000,159900,162900,164900,159900,159825,155000,159900,159900,159900,159900,159900,159900,155000,154900,154500,151900,149900,149900,150000,154900,155000,155900,158000,157000,156900,152500,150000,149900,149900,150900,158900,159900,164900,168500,169500,169525,168000,165000,164900,164750,164900,164900,169800,174000,177500,179900,179900,179900,179900,178000,175000,179900,169900,174900,175000,179900,184900,187900,185000,179900,179900,180000,179900,179800,179900,179900,179900,184900,190000,193900,194500,194900,190000,189900,189900,189900,189900,189899,194500,2e+05,209900,210000,210305,207450,205000,209900,205000,2e+05,199900,199900,208315,214900,219900,225000,224900
"Salt Lake City, UT",50,239900,234900,232000,234700,230000,229900,225000,220000,219900,219000,215000,205000,199900,199900,199900,198500,199900,197250,199900,199900,199900,199900,199900,199000,198990,199900,202525,199900,209900,210000,211900,220000,225000,227900,228400,225000,219900,219999.5,224945,234900,239900,249900,255000,254900,250000,250000,259000,254900,249900,249000,249900,259900,264900,269000,269000,269800,269900,269000,266800,265000,269900,274900,279000,289950,295000,299900,299900,306500,304245,3e+05,299900,299900,299900,3e+05,311900,314900,325000,329900,329990,329900,319900,319900,320000,324900,320000,325900,331000,345000,345000,349000,345000,348900,348900,349000,348900,348999.5,350000,350000,359900,365999.5,365000,369900
"Rochester, NY",51,139900,139900,143500,144500,144900,145000,143000,139900,139900,139900,139900,137900,139000,137000,139900,139000,139900,139900,139900,139900,138900,135000,135000,134900,138495,135950,139900,139900,142900,144900,142500,139900,140000,139500,139900,139900,135000,139900,139900,149900,144900,144900,139900,139900,139900,139900,139900,139900,135000,134900,139725,143950,144900,145000,145000,139900,139900,139900,139900,134250,130500,132900,136900,137900,140000,143000,144900,139900,136900,134900,134900,131500,129900,134900,139900,149900,152900,154900,147900,144900,142700,139900,139900,138650,134900,134900,139900,144900,149900,149900,150000,149900,149000,145000,144900,140000,144900,149500,153100,159900,164900,164900
"Grand Rapids, MI",52,129900,129900,129900,129900,129992.5,129900,129900,129900,129900,129900,129800,124900,124900,124900,124900,124900,129775,129900,129900,129900,129900,129900,129500,124900,124900,124900,129800,129900,129900,129900,130000,132000,129900,129900,129900,129900,134900,135000,136800,139900,139900,144900,145000,144900,142900,139900,139900,134900,137900,139900,144900,149900,155000,156900,155000,155119.5,156450,149900,149900,149000,149900,149900,158900,162900,167750,169900,169900,169900,169900,169900,169500,168000,169900,174900,184900,189900,195000,195000,197900,195000,199900,196150,194900,199900,2e+05,212900,214900,219900,220000,224750,225000,224900,224962.5,224900,224900,229000,233900,239900,240000,250000,247800,246700
"Tucson, AZ",53,205770,2e+05,199900,198500,194000,192517.5,189000,185000,185000,179900,179000,179000,174900,172500,169900,164500,159990,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162173,164900,166445,168500,167000,169900,170000,175000,174850,174900,175000,179000,180250,184900,189000,189500,189912,189900,189900,189900,190000,192900,194900,195500,198990,198990,198000,198000,199000,199000,199000,199000,199000,199900,2e+05,199000,2e+05,199990,199000,199000,199500,199900,199000,196800,199000,199000,199900,2e+05,207487.5,209000,207900,205000,209000,210000,215000,214900,215000,219500,220000,222000,225000,225000,225000,229000,229000,229900,232400,230000,233250,235000,232900,237000,237700,235000
"Urban Honolulu, HI",54,490000,485000,475000,475000,485000,485000,489000,535000,475900,464950,465000,460000,454000,435000,445100,449000,450000,449334,450000,459000,455000,450000,435000,435000,434900,432800,441010,449000,449900,449000,450000,455000,450000,453630,450000,453260,459000,475000,463250,475000,475000,459000,495000,499000,499000,495112,5e+05,509100,499000,505000,5e+05,5e+05,510000,5e+05,508090,520000,520000,510000,524950,530000,548000,550000,549000,540000,550000,564950,568000,579200,578000,585000,588000,590000,590000,535000,590000,598000,599000,625000,628000,625000,634000,625000,629000,635000,633705,623000,625000,639000,640000,648000,630500,630000,635000,629000,628000,635000,630000,625000,615000,620000,629500,639000
"Tulsa, OK",55,151546,149900,149900,149900,154900,155000,149999,149900,150000,151000,152900,149900,149900,149900,149900,149900,149900,149900,148000,145900,142500,139999,139900,139000,138000,140500,144900,142900,142900,145000,143990,145000,144900,143500,141529,140000,140000,145000,145000,149000,149900,149950,149900,149900,149900,149995.5,149900,149900,147735,149500,150000,152777,156977,157900,159000,160000,163000,161490,159900,160000,164900,164900,164900,164900,168000,168000,167000,165000,167000,166447,165125,165000,169900,165000,169000,171853,175000,179110,179500,179500,176076.5,179900,179000,178400,175000,179000,181419.5,188987.5,192000,197900,195000,196000,194500,192494,190100,189950,189000,190000,189000,189900,190000,192700
"Fresno, CA",56,210000,207000,199900,198900,194900,195000,184900,181500,183190,179000,179000,174900,174900,159900,165000,159900,160000,163100,159900,165000,162000,159900,159900,159000,159000,153550,153200,150000,159950,165000,170000,175000,175000,179000,175000,175000,179900,185000,195000,205000,218000,228000,235000,235000,240000,239638.5,239000,231950,234650,240000,242700,244925,247900,250000,250000,254900,250000,245720,249000,249500,249000,249900,250000,255000,265000,268000,269700,269350,263000,259000,256500,258500,250000,255000,259000,259000,265000,268000,274999,269990,269900,269000,263500,265000,259000,260000,265000,275200,285000,285000,290000,285000,289000,293950,290000,293612,289900,277625,284950,299500,299000,299900
"Worcester, MA",57,244900,242250,239900,240000,239900,239900,235000,235000,234000,230000,229900,224900,219900,220000,224900,226000,229900,232250,232000,229900,229900,228000,219900,217000,219000,213450,219900,220000,224900,224900,223500,222500,222500,224900,222000,219900,215950,219900,225000,230000,239676.5,239900,238900,234900,234700,229900,229800,224896,219900,229900,229900,239000,239900,239900,239900,239900,239000,235000,234900,229900,229900,229000,233400,239900,249000,249000,245000,239999.5,244900,239999,239900,232950,230000,234900,245000,249900,259000,259900,257700,254900,255000,255000,256900,253500,249900,250000,265000,274900,279900,284900,279900,279000,279000,274900,269900,269900,269900,269000,274900,289900,299000,299900
"Stamford, CT",58,510176.5,519000,5e+05,510000,524500,519000,515000,499900,492500,489900,489000,465000,474900,469000,465000,479000,479900,485000,475000,459000,450000,450000,449800,449000,439900,449800,459000,470000,485000,480000,462000,449000,469900,469900,470000,469700,465000,495000,499000,499000,5e+05,5e+05,499900,489900,499000,499000,489900,479900,479000,499000,525000,539000,529900,524900,509900,499000,499000,498825,484900,475000,475000,499000,519947.5,518000,525000,525000,519000,509000,515000,509900,499900,499000,499900,529900,539900,550000,559900,579000,575000,554900,564995,559000,559000,529995,529900,569900,579000,580000,575000,575000,565000,529900,570000,575000,579000,567047.5,579000,599000,599999,629000,613000,599900
"Albuquerque, NM",59,219900,219500,215000,214900,215000,211245,209900,208500,2e+05,199900,199900,193000,189900,185000,188900,188000,189900,189900,189900,189900,189900,189500,187000,185000,184900,182300,185000,185000,188000,189900,189899,189000,185000,186945,189000,183990,180000,185000,187975,190995,197500,199900,199000,198000,197000,195900,194900,190000,189900,189900,195000,198500,199900,199999,199900,199900,199900,199000,199000,195000,192500,194000,199000,199900,205500,209900,209900,209000,206990,205000,2e+05,2e+05,2e+05,204000,210000,215000,219900,224778,223585,222500,220000,225000,214000,210000,209900,212058,215000,220000,224999,225000,225000,225000,224900,220000,219900,219000,219000,222000,225000,229000,229475.5,230000
"Albany, NY",60,229900,229900,229900,229900,229900,229900,229900,227500,225000,224900,225000,219900,219900,224900,225000,224900,224500,221950,220000,219999,220000,219900,224900,224900,224900,224900,225000,229900,229900,229900,225000,224898,219900,219900,219900,219900,219900,221900,223100,225000,225000,225000,224900,224900,219900,219500,218000,217950,219738.5,219900,219900,224900,224900,224900,219900,219000,219900,217000,219900,215000,219900,220000,225000,229800,229000,229000,225000,219900,219900,219500,215900,219000,219900,218995,219900,220000,224900,224900,225000,219900,220000,222250,222593,219900,219999.5,225000,226000,229400,237950,240000,240000,239900,239900,242000,242900,239900,245500,249900,249900,249000,249000,249900
"Omaha, NE",61,143000,144900,144900,142950,145000,145000,146850,145000,144500,143950,142500,139500,138000,139500,140000,140000,141250,142000,140000,139900,139650,137000,135000,134500,134900,135000,139900,140000,142900,139950,139900,137700,137000,135000,135000,134000,134500,135000,139950,144900,149000,145305,145000,145000,143000,143700,139900,139000,139000,142500,145000,150000,158000,159950,159900,159900,158000,155000,150000,149900,150000,158500,165000,177750,189500,180000,175000,174900,170000,169000,169950,172850,170000,179500,189000,199000,199000,195000,198600,189950,190000,189900,189250,190000,194211,204100,210000,217000,224900,220000,220000,214900,219000,217500,219900,224889,225000,235000,231400,235000,235000,235000
